# noise_analysis run from DCC-NOISE-001003 at Tue Apr 16 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
16/04/2013 13:55:00,   62.78,   67.48,   56.37,   72.93,   79.23,   61.84
16/04/2013 14:00:00,   59.75,   64.21,   54.46,   69.96,   76.64,   59.41
16/04/2013 14:05:00,   58.75,   61.42,   54.39,   67.47,   73.41,   60.33
16/04/2013 14:10:00,   58.78,   61.68,   54.16,   67.69,   73.55,   59.93
16/04/2013 14:15:00,   61.77,   66.09,   55.45,   71.73,   77.90,   60.75
16/04/2013 14:20:00,   59.05,   61.40,   55.62,   67.38,   73.57,   60.62
16/04/2013 14:25:00,   62.75,   66.74,   56.76,   73.40,   79.52,   63.09
16/04/2013 14:30:00,   61.51,   66.88,   56.04,   72.53,   79.05,   61.71
16/04/2013 14:35:00,   60.82,   64.82,   55.40,   69.03,   74.35,   60.36
16/04/2013 14:40:00,   63.23,   69.01,   56.01,   72.62,   80.82,   62.51
16/04/2013 14:45:00,   60.51,   62.42,   57.14,   68.36,   73.25,   62.12
16/04/2013 14:50:00,   60.90,   63.15,   54.09,   69.64,   75.73,   58.60
16/04/2013 14:55:00,   61.58,   64.79,   56.04,   71.60,   77.32,   61.27
16/04/2013 15:00:00,   60.34,   61.98,   56.58,   67.92,   72.95,   60.93
16/04/2013 15:05:00,   59.46,   61.16,   55.25,   67.64,   73.05,   60.80
16/04/2013 15:10:00,   58.78,   61.14,   54.65,   66.76,   71.08,   59.74
16/04/2013 15:15:00,   61.15,   65.66,   55.45,   70.47,   76.61,   61.86
16/04/2013 15:20:00,   61.64,   66.37,   55.02,   71.79,   78.81,   61.30
16/04/2013 15:25:00,   59.86,   62.94,   53.60,   68.94,   75.83,   59.18
16/04/2013 15:30:00,   61.43,   66.57,   54.15,   68.97,   75.24,   60.09
16/04/2013 15:35:00,   59.53,   62.93,   53.39,   69.13,   75.94,   59.96
16/04/2013 15:40:00,   58.91,   60.88,   54.66,   65.94,   70.53,   60.22
16/04/2013 15:45:00,   58.33,   60.42,   54.19,   64.01,   68.46,   58.41
16/04/2013 15:50:00,   58.50,   61.10,   54.02,   66.55,   70.60,   59.30
16/04/2013 15:55:00,   59.04,   62.11,   53.48,   67.81,   73.19,   59.16
16/04/2013 16:00:00,   60.62,   63.04,   55.87,   70.00,   74.76,   61.24
16/04/2013 16:05:00,   59.63,   61.67,   55.01,   68.00,   73.72,   61.18
16/04/2013 16:10:00,   59.90,   64.25,   52.77,   68.72,   75.48,   58.60
16/04/2013 16:15:00,   59.21,   61.26,   55.62,   67.67,   73.20,   60.22
16/04/2013 16:20:00,   58.37,   60.46,   54.96,   65.11,   70.12,   59.51
16/04/2013 16:25:00,   58.17,   60.48,   52.77,   64.98,   69.67,   56.85
16/04/2013 16:30:00,   59.12,   61.71,   54.87,   66.13,   70.38,   59.94
16/04/2013 16:35:00,   59.43,   62.15,   54.58,   67.04,   72.16,   59.51
16/04/2013 16:40:00,   60.21,   63.41,   55.37,   66.17,   71.02,   59.66
16/04/2013 16:45:00,   57.49,   59.65,   52.99,   63.35,   65.09,   57.85
16/04/2013 16:50:00,   58.60,   60.75,   53.67,   65.29,   69.11,   58.61
16/04/2013 16:55:00,   58.45,   60.97,   54.03,   66.68,   71.54,   59.49
16/04/2013 17:00:00,   57.91,   59.99,   53.50,   63.66,   66.02,   59.69
16/04/2013 17:05:00,   60.99,   61.37,   54.21,   65.32,   68.36,   59.92
16/04/2013 17:10:00,   60.74,   64.00,   53.53,   65.62,   69.55,   57.66
16/04/2013 17:15:00,   58.86,   61.54,   54.69,   63.84,   67.90,   59.17
16/04/2013 17:20:00,   59.73,   61.68,   56.30,   64.92,   68.67,   58.83
16/04/2013 17:25:00,   57.14,   60.07,   52.78,   62.42,   65.49,   57.03
16/04/2013 17:30:00,   58.74,   61.58,   53.62,   64.56,   68.92,   58.17
16/04/2013 17:35:00,   59.16,   61.71,   54.41,   67.02,   72.50,   60.16
16/04/2013 17:40:00,   58.43,   60.90,   54.05,   64.31,   68.44,   58.38
16/04/2013 17:45:00,   57.98,   60.60,   52.94,   64.30,   67.39,   58.43
16/04/2013 17:50:00,   57.81,   60.47,   53.13,   62.51,   65.56,   58.76
16/04/2013 17:55:00,   58.08,   60.61,   53.32,   61.74,   64.96,   57.01
16/04/2013 18:00:00,   58.91,   61.07,   53.88,   64.13,   66.19,   59.22
16/04/2013 18:05:00,   60.45,   63.47,   52.86,   65.30,   70.48,   58.07
16/04/2013 18:10:00,   58.68,   61.51,   52.30,   63.94,   67.57,   56.21
16/04/2013 18:15:00,   57.46,   59.66,   53.69,   63.67,   66.37,   59.97
16/04/2013 18:20:00,   57.55,   59.97,   53.71,   62.87,   66.22,   57.97
16/04/2013 18:25:00,   58.44,   61.02,   53.74,   63.00,   65.66,   58.07
16/04/2013 18:30:00,   57.53,   60.14,   54.30,   63.42,   66.80,   58.21
16/04/2013 18:35:00,   58.46,   61.32,   53.27,   66.57,   71.63,   58.56
16/04/2013 18:40:00,   58.03,   60.71,   53.93,   65.02,   70.11,   58.59
16/04/2013 18:45:00,   58.24,   60.19,   54.08,   62.55,   65.59,   58.28
16/04/2013 18:50:00,   58.19,   61.12,   53.70,   62.30,   65.94,   57.77
16/04/2013 18:55:00,   57.66,   60.21,   53.23,   61.97,   64.66,   57.74
16/04/2013 19:00:00,   56.20,   59.30,   52.34,   61.93,   65.51,   56.81
16/04/2013 19:05:00,   57.18,   59.51,   53.04,   62.69,   65.71,   58.60
16/04/2013 19:10:00,   58.31,   60.89,   54.65,   61.92,   63.93,   58.39
16/04/2013 19:15:00,   58.78,   61.55,   53.83,   62.71,   65.99,   57.67
16/04/2013 19:20:00,   57.91,   60.75,   53.43,   61.28,   64.47,   57.15
16/04/2013 19:25:00,   57.87,   60.58,   52.61,   61.68,   65.55,   56.67
16/04/2013 19:30:00,   56.16,   58.89,   51.36,   60.45,   64.47,   55.52
16/04/2013 19:35:00,   57.72,   60.68,   51.08,   60.96,   64.44,   55.75
16/04/2013 19:40:00,   58.32,   60.87,   52.54,   63.13,   66.90,   55.95
16/04/2013 19:45:00,   56.83,   60.11,   51.46,   60.62,   64.14,   55.21
16/04/2013 19:50:00,   56.57,   59.17,   52.31,   60.15,   62.53,   56.46
16/04/2013 19:55:00,   55.33,   58.23,   50.94,   59.23,   61.77,   55.14
16/04/2013 20:00:00,   57.14,   60.29,   51.53,   61.94,   65.65,   56.15
16/04/2013 20:05:00,   56.88,   59.86,   52.30,   60.19,   62.71,   56.08
16/04/2013 20:10:00,   55.93,   58.95,   50.68,   58.61,   61.74,   53.42
16/04/2013 20:15:00,   55.67,   58.79,   51.05,   59.56,   62.75,   55.08
16/04/2013 20:20:00,   56.96,   60.41,   51.05,   60.38,   63.66,   54.92
16/04/2013 20:25:00,   55.82,   58.91,   50.51,   58.92,   61.95,   53.70
16/04/2013 20:30:00,   56.28,   59.44,   50.95,   59.52,   62.37,   55.10
16/04/2013 20:35:00,   55.83,   59.21,   50.15,   59.17,   62.12,   54.04
16/04/2013 20:40:00,   56.30,   59.54,   50.14,   59.93,   63.50,   53.80
16/04/2013 20:45:00,   56.71,   60.01,   52.15,   59.36,   61.97,   55.55
16/04/2013 20:50:00,   56.82,   60.68,   51.23,   60.00,   63.20,   55.20
16/04/2013 20:55:00,   56.82,   59.84,   51.36,   60.27,   63.92,   55.04
16/04/2013 21:00:00,   56.07,   59.82,   49.97,   59.43,   62.26,   53.99
16/04/2013 21:05:00,   56.86,   60.57,   50.32,   60.91,   64.72,   54.52
16/04/2013 21:10:00,   55.54,   59.07,   51.84,   59.82,   62.85,   55.79
16/04/2013 21:15:00,   55.96,   59.36,   50.40,   60.18,   62.81,   54.69
16/04/2013 21:20:00,   54.77,   58.62,   49.64,   57.72,   60.50,   53.72
16/04/2013 21:25:00,   55.23,   60.01,   46.43,   57.74,   62.00,   50.42
16/04/2013 21:30:00,   55.54,   59.55,   46.93,   60.00,   64.42,   52.70
16/04/2013 21:35:00,   54.57,   58.26,   48.55,   58.95,   61.64,   53.70
16/04/2013 21:40:00,   55.75,   59.54,   48.34,   58.90,   62.56,   51.63
16/04/2013 21:45:00,   55.19,   59.26,   46.19,   57.99,   61.94,   50.12
16/04/2013 21:50:00,   55.68,   60.23,   46.67,   58.21,   62.02,   50.81
16/04/2013 21:55:00,   56.41,   59.69,   49.78,   59.25,   61.97,   54.18
16/04/2013 22:00:00,   55.43,   59.04,   48.95,   58.48,   61.33,   52.62
16/04/2013 22:05:00,   55.46,   58.81,   48.99,   58.81,   62.25,   53.13
16/04/2013 22:10:00,   56.49,   59.50,   48.10,   59.14,   62.38,   52.17
16/04/2013 22:15:00,   53.73,   58.29,   47.33,   56.56,   60.28,   51.06
16/04/2013 22:20:00,   53.01,   56.60,   46.89,   56.30,   60.08,   50.65
16/04/2013 22:25:00,   54.36,   58.83,   47.50,   57.11,   61.00,   51.44
16/04/2013 22:30:00,   54.32,   58.90,   47.21,   57.54,   61.53,   50.35
16/04/2013 22:35:00,   53.35,   57.63,   47.33,   56.56,   60.44,   51.19
16/04/2013 22:40:00,   53.99,   58.25,   47.45,   56.56,   60.42,   51.45
16/04/2013 22:45:00,   52.84,   57.31,   47.82,   55.41,   58.80,   51.53
16/04/2013 22:50:00,   53.54,   58.48,   47.12,   56.13,   60.23,   50.92
16/04/2013 22:55:00,   53.61,   56.80,   48.18,   56.83,   61.07,   52.00
16/04/2013 23:00:00,   55.52,   59.80,   48.79,   57.54,   61.26,   52.08
16/04/2013 23:05:00,   53.26,   57.68,   47.43,   55.71,   59.17,   51.03
16/04/2013 23:10:00,   52.63,   56.28,   47.54,   55.96,   60.16,   50.56
16/04/2013 23:15:00,   53.05,   57.50,   47.16,   55.69,   59.32,   50.59
16/04/2013 23:20:00,   52.60,   57.45,   46.55,   56.53,   61.10,   50.22
16/04/2013 23:25:00,   52.01,   56.65,   46.11,   55.47,   59.76,   50.27
16/04/2013 23:30:00,   50.72,   56.19,   44.13,   54.43,   58.78,   48.25
16/04/2013 23:35:00,   51.63,   56.48,   44.33,   54.51,   59.16,   48.05
16/04/2013 23:40:00,   53.02,   58.00,   43.84,   55.39,   59.52,   47.61
16/04/2013 23:45:00,   50.97,   56.29,   44.46,   54.72,   59.02,   49.01
16/04/2013 23:50:00,   52.44,   57.15,   43.96,   55.83,   60.65,   48.79
16/04/2013 23:55:00,   50.73,   55.87,   44.85,   54.11,   58.72,   48.91

